title,year,certificate,length,genres,category,rating,metascore,total_votes,US_box_office
Valsas su Baširu,2008,R,90 min,"Documentary, Animation, Biography",Animation,8.0,91,55167,2283276
Iliuzionistas,2010,PG,90 min,"Animation, Drama, Family",Animation,7.5,82,33741,2231474
Heathcliff: The Movie,1986,nan,73 min,"Family, Animation, Comedy",Animation,5.5,nan,221,2193642
The Princess and the Goblin,1991,nan,82 min,"Animation, Adventure, Comedy",Animation,6.8,nan,2498,2144238
The Oscar Nominated Short Films 2013: Animation,2013,nan,88 min,Animation,Animation,7.4,nan,69,2134206
"Bon Voyage, Charlie Brown (and Don't Come Back!!)",1980,nan,75 min,"Animation, Adventure, Comedy",Animation,7.3,nan,2833,2013193
Snieguotos lenktynes,2018,PG,89 min,"Animation, Adventure, Musical",Animation,5.6,nan,377,1874783
The Nutcracker Prince,1990,nan,75 min,"Animation, Adventure, Family",Animation,6.9,nan,2209,1781694
Poketto monsutâ: Serebî - Toki wo koeta deai,2001,G,75 min,"Animation, Action, Adventure",Animation,5.8,nan,7867,1727447
Asteriksas. Dievu zeme,2014,nan,85 min,"Animation, Adventure, Comedy",Animation,6.9,nan,12314,1656287
Terra,2007,PG,90 min,"Animation, Action, Adventure",Animation,6.5,54,11344,1647083
Dambo,1941,G,64 min,"Animation, Drama, Family",Animation,7.2,96,120130,1600000
Vincent,1987,nan,105 min,"Animation, Biography, Drama",Animation,7.3,nan,369,1577480
Pasaka apie princesę Kagują,2013,PG,137 min,"Animation, Adventure, Drama",Animation,8.0,89,39057,1506975
Bagman,2012,nan,39 min,"Animation, Short, Comedy",Animation,8.7,nan,16,1470456
Little Nemo,1989,nan,85 min,"Animation, Adventure, Comedy",Animation,7.2,nan,6793,1368210
The Oscar Nominated Short Films: Animation,2011,nan,85 min,Animation,Animation,6.6,nan,33,1350640
Heavy Traffic,1973,nan,77 min,"Animation, Comedy, Drama",Animation,6.6,nan,2917,1343341
Mažasis princas,2015,PG,108 min,"Animation, Adventure, Drama",Animation,7.7,70,56911,1339152
GoBots: Battle of the Rock Lords,1986,nan,75 min,"Animation, Action, Adventure",Animation,5.8,nan,466,1338264
Babar: The Movie,1989,nan,70 min,"Animation, Adventure, Family",Animation,6.3,nan,891,1305187
Asteriksas: Stebuklingojo gerimo paslaptis,2018,nan,87 min,"Animation, Adventure, Comedy",Animation,6.7,nan,8199,1271953
Freddie as F.R.O.7.,1992,nan,91 min,"Animation, Adventure, Comedy",Animation,5.3,nan,662,1119368
Mano kaimynas Totoro,1988,V,86 min,"Animation, Family, Fantasy",Animation,8.2,86,292825,1105564
The Nine Lives of Fritz the Cat,1974,nan,77 min,"Animation, Comedy",Animation,5.4,nan,2532,1093992
The Adventures of the American Rabbit,1986,nan,85 min,"Animation, Family, Fantasy",Animation,5.7,nan,403,1049042
Inosensu: Innocence,2004,PG-13,100 min,"Animation, Action, Drama",Animation,7.5,66,36309,1043896
Yu-Gi-Oh!: The Dark Side of Dimensions,2016,PG,130 min,"Animation, Adventure, Drama",Animation,7.1,nan,2604,1015339
Nuo Aguonu kalvos viršunes,2011,PG,91 min,"Animation, Drama, Family",Animation,7.4,71,35919,1002895
Kaubojus Bibopas,2001,nan,115 min,"Animation, Action, Crime",Animation,7.9,61,43007,1000045
Yellow Submarine,1968,nan,90 min,"Animation, Adventure, Comedy",Animation,7.4,79,24524,992305
The Ten Commandments,2007,PG,88 min,"Animation, Family",Animation,2.9,25,2242,952820
Žiedu valdovas,1978,nan,132 min,"Animation, Adventure, Fantasy",Animation,6.2,nan,29711,921769
Santa vs. the Snowman 3D,2002,nan,32 min,"Animation, Short, Comedy",Animation,6.5,nan,345,920251
Raudonas vezlys,2016,PG,80 min,"Animation, Family, Fantasy",Animation,7.5,86,31523,920057
Paprika,2006,V,90 min,"Animation, Drama, Fantasy",Animation,7.7,81,71721,881302
The Reluctant Dragon,nan,nan,74 min,"Animation, Comedy, Family",Animation,6.9,nan,2815,872000
Jūros giesmė,2014,PG,93 min,"Animation, Adventure, Drama",Animation,8.1,85,51993,857524
The Adventures of Mark Twain,1985,nan,86 min,"Animation, Adventure, Family",Animation,7.4,nan,2612,849915
Mano mazoji sesute Mirai,2018,PG,98 min,"Animation, Adventure, Drama",Animation,7.0,81,12598,812794
Victory Through Air Power,1943,nan,70 min,"Documentary, Animation, History",Animation,6.5,nan,893,799000
Gekijouban Poketto monsutâ: Minna no Monogatari,2018,nan,100 min,"Animation, Action, Adventure",Animation,6.3,nan,2055,789170
Pippi Longstocking,1997,nan,76 min,"Animation, Adventure, Comedy",Animation,5.3,nan,1319,779200
Pâfekuto burû,1997,R,81 min,"Animation, Crime, Mystery",Animation,8.0,nan,58726,776665
Asterix in America,1994,nan,85 min,"Animation, Adventure, Comedy",Animation,6.0,nan,7032,768488
Prisiminimai apie Marnę,2014,PG,103 min,"Animation, Drama, Family",Animation,7.7,72,33080,765127
Fire and Ice,1983,nan,81 min,"Animation, Fantasy, Adventure",Animation,6.6,45,9653,760883
Gekijô-ban poketto monsutaa: Mizu no Miyako no Mamori Gami Ratiasu to Ratiosu,2002,nan,80 min,"Animation, Action, Adventure",Animation,6.1,27,5535,746381
Rat Movie: Mystery of the Mayan Treasure,2014,nan,5 min,"Animation, Short, Comedy",Animation,9.4,nan,551,700000
Chaar Sahibzaade 2: Rise of Banda Singh Bahadur,2016,nan,134 min,Animation,Animation,8.6,nan,638,694280
Kelso abatijos paslaptis,2009,nan,71 min,"Animation, Adventure, Family",Animation,7.6,81,31963,686383
The Thief and the Cobbler,1993,nan,90 min,"Animation, Action, Adventure",Animation,7.1,nan,3596,669276
Kochadaiiyaan,2014,nan,124 min,"Animation, Action",Animation,6.3,nan,4779,663000
Metropolis,2001,PG-13,108 min,"Animation, Adventure, Drama",Animation,7.2,75,20225,636830
The Pilgrim's Progress,2019,PG,108 min,"Animation, Adventure, Family",Animation,5.9,nan,493,615949
Ozu no mahôtsukai,1982,nan,78 min,"Animation, Family, Adventure",Animation,6.8,nan,347,612300
Invitation to the Dance,1956,nan,93 min,"Animation, Fantasy, Musical",Animation,6.4,nan,787,600000
El gran milagro,2011,PG,70 min,"Animation, Drama",Animation,4.4,nan,316,555166
Akira,1988,R,124 min,"Animation, Action, Sci-Fi",Animation,8.0,nan,165545,553171
Bardokas: Goko tėvas,1990,nan,48 min,"Animation, Drama, Fantasy",Animation,7.9,nan,4929,540707
"Uchiage hanabi, shita kara miru ka? Yoko kara miru ka?",2017,nan,90 min,"Animation, Drama, Fantasy",Animation,5.6,40,2628,525280
Code Geass: Fukkatsu No Lelouch,2019,Not Rated,112 min,"Animation, Action, Adventure",Animation,7.4,nan,1579,522805
Kôkaku Kidôtai,1995,nan,83 min,"Animation, Action, Crime",Animation,8.0,76,129722,515905
Delgas,2008,PG,94 min,"Animation, Adventure, Comedy",Animation,4.3,27,2864,511920
Pound Puppies and the Legend of Big Paw,1988,nan,76 min,"Animation, Comedy, Family",Animation,4.9,nan,579,504636
Bilal: A New Breed of Hero,2015,PG-13,105 min,"Animation, Action, Adventure",Animation,7.9,52,17318,500200
Nausikaja iš Vėjų slenio,1984,PG,117 min,"Animation, Adventure, Fantasy",Animation,8.1,86,151640,495770
Romeo & Juliet: Sealed with a Kiss,2005,G,76 min,"Animation, Family, Musical",Animation,3.6,nan,322,462689
Tik vakar,1991,PG,118 min,"Animation, Drama, Romance",Animation,7.6,90,27294,453243
Gary Come Home,2019,nan,45 min,"Animation, Action, Comedy",Animation,nan,nan,nan,nan
Condorito: La Película,2017,PG,88 min,"Animation, Adventure, Comedy",Animation,5.2,nan,775,447719
Bakemono no ko,2015,PG-13,119 min,"Animation, Action, Adventure",Animation,7.7,65,20540,446142
Garo vaikis,2004,PG-13,126 min,"Animation, Action, Adventure",Animation,6.9,66,16714,410388
Yoru wa mijikashi aruke yo otome,2017,nan,92 min,"Animation, Adventure, Comedy",Animation,7.6,65,3875,406490
 Shingeki no kyojin,2013,nan,24 min,"Animation, Action, Adventure",Animation,9.1,nan,7534,377334
Gekijouban Mahou shojo Madoka magika Shinpen: Hangyaku no monogatari,2013,nan,116 min,"Animation, Drama, Fantasy",Animation,7.8,nan,2934,375627
Gandahar,1987,nan,78 min,"Animation, Adventure, Fantasy",Animation,7.1,nan,4331,370698
Chico & Rita,2010,nan,94 min,"Animation, Crime, Drama",Animation,7.2,76,8657,350524
Jue ji,2016,nan,118 min,"Animation, Adventure, Fantasy",Animation,5.1,nan,1035,350456
Arturas ir Maltazaro kerstas,2009,PG,107 min,"Animation, Adventure, Family",Animation,5.3,nan,8463,347136
The Prophet,2014,PG,85 min,"Animation, Drama",Animation,7.1,61,4331,335030
The Breadwinner,2017,PG-13,94 min,"Animation, Drama, Family",Animation,7.7,78,20938,312381
Une vie de chat,2010,PG,70 min,"Animation, Adventure, Comedy",Animation,6.9,63,10623,309973
Avril et le monde truqué,2015,PG,105 min,"Animation, Adventure, Comedy",Animation,7.3,85,6912,294313
Ernestas ir Selestina,2012,PG,80 min,"Animation, Adventure, Comedy",Animation,7.9,86,18622,292562
"Mano, Cukinijos, gyvenimas",2016,PG-13,66 min,"Animation, Comedy, Drama",Animation,7.8,85,21963,292279
Didziapedzio vaikis,2017,PG,92 min,"Animation, Adventure, Comedy",Animation,6.1,nan,5634,289308
Saga of Tanya the Evil Movie,2019,Not Rated,115 min,"Animation, Action, Adventure",Animation,7.6,nan,734,288460
Kimi no suizô o tabetai,2018,nan,109 min,"Animation, Drama, Family",Animation,7.9,nan,7743,277019
Mobile Suit Gundam Narrative,2018,nan,88 min,"Animation, Action, Sci-Fi",Animation,6.1,nan,250,259224
Three Little Pigs,1933,nan,9 min,"Animation, Short, Comedy",Animation,7.5,nan,5236,250000
My Dog Tulip,2009,nan,83 min,"Animation, Drama",Animation,6.9,80,1566,246574
The Swan Princess: Escape from Castle Mountain,1997,nan,71 min,"Animation, Family, Fantasy",Animation,5.8,nan,3457,235766
Kingsglaive: Final Fantasy XV,2016,PG-13,110 min,"Animation, Action, Adventure",Animation,6.8,35,20022,233569
Mutafukaz,2017,N-13,94 min,"Animation, Action, Comedy",Animation,6.7,48,3486,229423
Sarusuberi: Miss Hokusai,2015,PG-13,93 min,"Animation, Biography, Drama",Animation,6.7,74,2949,216202
Jiang Ziya,2020,nan,110 min,"Animation, Action, Adventure",Animation,6.4,nan,757,212953
I Married a Strange Person!,1997,R,75 min,"Animation, Comedy, Drama",Animation,7.0,nan,1812,203134
La planète sauvage,1973,nan,72 min,"Animation, Sci-Fi",Animation,7.8,73,25502,193817
Snoopy Come Home,1972,nan,81 min,"Animation, Adventure, Comedy",Animation,7.4,nan,4210,190690
Digimon Adventure tri. 1: Saikai,2015,nan,96 min,"Animation, Action, Adventure",Animation,7.6,nan,1485,190581
Spark: A Space Tail,2016,PG,91 min,"Animation, Action, Adventure",Animation,4.5,22,1056,190511
Sennen joyû,2001,PG,87 min,"Animation, Drama, Fantasy",Animation,7.9,70,23587,186094
Gekijou-ban Mahou Shoujo Madoka*Magica: [Zenpen] Hajimari no monogatari,2012,nan,130 min,"Animation, Drama, Fantasy",Animation,7.7,nan,1288,180440
Chiisana eiyû: Kani to tamago to tômei ningen,2018,PG,53 min,"Animation, Adventure, Family",Animation,6.6,nan,2028,178027
Hagane no renkinjutsushi: Mirosu no seinaru hoshi,2011,nan,110 min,"Animation, Action, Adventure",Animation,7.0,54,4438,177802
Chicago 10,2007,R,110 min,"Documentary, Animation, History",Animation,7.3,69,1230,176545
Evangelion Shin Gekijôban: Kyu,2012,nan,96 min,"Animation, Action, Drama",Animation,7.0,nan,9952,174945
Gekijôban Fairy Tail: Dragon Cry,2017,nan,85 min,"Animation, Action, Adventure",Animation,7.1,nan,1771,169203
Panique au village,2009,nan,75 min,"Animation, Adventure, Comedy",Animation,7.5,70,7614,165349
Hell and Back,2015,R,86 min,"Animation, Adventure, Comedy",Animation,5.4,nan,4732,156166
Luisas ir ateiviai,2018,PG,86 min,"Animation, Adventure, Comedy",Animation,6.0,46,2128,154170
The Trumpet of the Swan,2001,nan,75 min,"Animation, Drama, Family",Animation,5.1,27,1009,152525
Vampire Hunter D: Bloodlust,2000,R,103 min,"Animation, Action, Fantasy",Animation,7.7,62,29280,151086
The Velveteen Rabbit,2009,nan,97 min,"Animation, Drama, Family",Animation,6.3,nan,671,143715
Ekkusu,1996,R,100 min,"Animation, Action, Fantasy",Animation,6.2,nan,2504,142544
Gekijouban Psycho-Pass,2015,nan,113 min,"Animation, Action, Crime",Animation,7.2,nan,3321,138366
Kongresas,2013,nan,122 min,"Animation, Drama, Sci-Fi",Animation,6.5,63,17395,137815
Waka okami wa shôgakusei!,2018,PG,94 min,"Animation, Adventure, Drama",Animation,7.1,70,1409,134787
Evangerion shin gekijôban: Ha,2009,nan,112 min,"Animation, Action, Drama",Animation,8.0,nan,15716,133640
Is the Man Who Is Tall Happy?: An Animated Conversation with Noam Chomsky,2013,nan,88 min,"Documentary, Animation, Biography",Animation,7.1,76,3387,132409
Xiao zhu pei qi guo da nian,2019,G,81 min,"Animation, Family",Animation,3.3,nan,59,131225
O Menino e o Mundo,2013,PG,80 min,"Animation, Adventure, Family",Animation,7.6,80,6341,129479
Appurushîdo,2004,R,101 min,"Animation, Action, Adventure",Animation,7.0,40,17547,129135
Tokijo krikštatėviai,2003,PG-13,90 min,"Animation, Adventure, Comedy",Animation,7.8,73,31846,128985
Requiem for a Wish 2,2017,nan,27 min,"Animation, Short",Animation,nan,nan,nan,nan
2005 Academy Award Nominated Short Films,2006,nan,162 min,"Animation, Action, Drama",Animation,6.9,nan,47,126945
"Ruben Brandt, a gyujto",2018,R,96 min,"Animation, Action, Crime",Animation,7.5,75,6351,117963
Otesánek,2000,nan,132 min,"Animation, Comedy, Drama",Animation,7.3,74,5999,116710
Elniuko Rudolfo nuotykiai,1998,nan,92 min,"Animation, Adventure, Family",Animation,5.9,nan,2559,113484
Monstru seimynele,2017,PG,93 min,"Animation, Comedy, Family",Animation,4.8,nan,4029,112014
Yoake tsugeru Rû no uta,2017,PG,112 min,"Animation, Adventure, Comedy",Animation,6.8,62,1814,109857
Gekijouban Ano hi mita hana no namae wo bokutachi wa mada shiranai.,2013,nan,99 min,"Animation, Adventure, Drama",Animation,7.4,nan,1868,109630
Evangelion Shin Gekijôban: Jo,2007,PG-13,98 min,"Animation, Action, Drama",Animation,7.7,nan,17743,107797
The Trouble with Terkel,2010,nan,87 min,"Animation, Comedy, Drama",Animation,7.1,nan,307,107284
Kanashimi no beradonna,1973,nan,86 min,"Animation, Drama, Fantasy",Animation,7.4,70,4238,105841
Kaptein Sabeltann,2003,PG,75 min,"Animation, Family",Animation,5.5,nan,189,104443
Requiem for a Wish,2017,nan,24 min,"Animation, Short",Animation,nan,nan,nan,nan
Kôkaku Kidôtai Shin Gekijôban,2015,nan,100 min,"Animation, Action, Sci-Fi",Animation,6.7,nan,3506,101203
The Ghost of Slumber Mountain,1918,nan,16 min,"Animation, Short, Fantasy",Animation,6.0,nan,247,100000
Jin-Rô,1999,nan,102 min,"Animation, Drama, Fantasy",Animation,7.4,59,15276,94591
Tower,2016,nan,82 min,"Documentary, Animation, Crime",Animation,8.0,92,7349,94329
American: The Bill Hicks Story,2009,nan,102 min,"Documentary, Animation, Biography",Animation,7.8,55,4762,90275
Hammarskjöld byla,2019,nan,128 min,"Documentary, Animation, History",Animation,7.5,76,2024,87501
Hao jile,2017,nan,77 min,"Animation, Comedy, Crime",Animation,6.5,77,1754,79393
Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,1982,nan,74 min,"Animation, Adventure, Comedy",Animation,7.1,nan,1775,78350
Vasaros karai,2009,PG,114 min,"Animation, Action, Adventure",Animation,7.5,63,26317,78182
Peur(s) du noir,2007,nan,83 min,"Animation, Horror, Mystery",Animation,6.7,69,2947,77876
Plojus,2018,PG,83 min,"Animation, Adventure, Family",Animation,5.4,nan,889,77815
Teheran Tabu,2017,nan,96 min,"Animation, Drama",Animation,7.1,74,3671,74758
Gekijoban Hibike! Euphonium: Chikai no Finale,2019,nan,100 min,"Animation, Drama, Family",Animation,7.1,nan,190,73964
A Troll in Central Park,1994,nan,76 min,"Animation, Adventure, Comedy",Animation,5.4,nan,6220,71368
The Secret Adventures of Tom Thumb,1993,nan,60 min,"Animation, Adventure, Sci-Fi",Animation,7.2,nan,1442,69870
2012: Time for Change,2010,nan,85 min,"Documentary, Animation, News",Animation,7.1,nan,324,68339
An Oversimplification of Her Beauty,2012,nan,84 min,"Animation, Comedy, Drama",Animation,6.4,74,646,65975
My Entire High School Sinking Into the Sea,2016,PG-13,75 min,"Animation, Action, Comedy",Animation,6.1,72,1021,65250
Na pude aneb Kdo má dneska narozeniny?,2009,PG,74 min,"Animation, Family, Fantasy",Animation,6.3,64,643,64918
Renesansas,2006,R,105 min,"Animation, Action, Sci-Fi",Animation,6.7,57,15653,63260
Gekijou-ban Mahou Shoujo Madoka*Magica: [Kouhen] Eien no monogatari,2012,nan,109 min,"Animation, Fantasy, Mystery",Animation,8.0,nan,1259,62340
Trigun: Badlands Rumble,2010,nan,90 min,"Animation, Action, Sci-Fi",Animation,7.5,nan,4901,62027
Gumby 1,1995,nan,90 min,"Animation, Adventure, Comedy",Animation,6.3,nan,778,57100
Ôritsu uchûgun Oneamisu no tsubasa,1987,nan,121 min,"Animation, Drama, Sci-Fi",Animation,7.3,nan,4859,55572
Roadside Romeo,2008,nan,93 min,"Animation, Adventure, Comedy",Animation,5.2,nan,1316,55202
$9.99,2008,R,78 min,"Animation, Drama, Fantasy",Animation,6.7,68,3176,52107
Babar: King of the Elephants,1999,nan,80 min,"Family, Animation",Animation,6.1,nan,470,49090
Žemjures pasakos,2006,PG-13,115 min,"Animation, Adventure, Fantasy",Animation,6.4,47,35623,48461
Hirune-hime: Shiranai watashi no monogatari,2017,nan,111 min,"Animation, Adventure, Drama",Animation,6.3,69,1125,48198
Sílení,2005,nan,118 min,"Animation, Comedy, Drama",Animation,7.3,63,3470,47957
Liyana,2017,nan,77 min,"Documentary, Animation",Animation,7.3,80,260,40413
"Psiconautas, los niños olvidados",2015,nan,76 min,"Animation, Drama, Sci-Fi",Animation,7.3,76,2117,38786
Mind Game,nan,nan,103 min,"Animation, Adventure, Comedy",Animation,7.8,66,8431,36613
Le grand méchant renard et autres contes...,2017,G,83 min,"Animation, Adventure, Comedy",Animation,7.4,73,2460,35787
The Films of the Brothers Quay,1987,nan,78 min,"Animation, Documentary",Animation,8.2,nan,411,35275
Rakuen Tsuiho: Expelled from Paradise,2014,nan,104 min,"Animation, Action, Adventure",Animation,6.7,nan,1523,34510
Gekijouban Tiger & Bunny: The Rising,2014,nan,108 min,"Animation, Action, Adventure",Animation,6.8,nan,204,34471
Love Live! Sunshine!! The School Idol Movie Over The Rainbow,2019,nan,100 min,"Animation, Comedy, Music",Animation,7.1,nan,160,34135
The Hero of Color City,2014,G,77 min,"Animation, Family",Animation,4.1,33,512,31826
Phantom Boy,2015,PG,84 min,"Animation, Action, Adventure",Animation,6.6,66,1393,30987
Rock & Rule,1983,nan,77 min,"Animation, Fantasy, Music",Animation,6.5,nan,3275,30379
Buñuel en el laberinto de las tortugas,2018,nan,80 min,"Animation, Biography, Drama",Animation,7.1,74,1378,29700
Wonderful Days,2003,nan,86 min,"Animation, Action, Adventure",Animation,6.7,53,8991,29425
The PianoTuner of EarthQuakes,2005,nan,99 min,"Animation, Drama, Family",Animation,6.3,66,1405,28605
Le roi et l'oiseau,1980,nan,83 min,"Animation, Family, Fantasy",Animation,7.9,87,4610,27513
A Grid-Iron Hero,1916,nan,nan,"Animation, Comedy, Short",Animation,nan,nan,nan,nan
Hâmonî,2015,nan,119 min,"Animation, Sci-Fi, Thriller",Animation,6.1,nan,797,23248
Video Games: The Movie,2014,nan,101 min,"Documentary, Animation, History",Animation,6.1,40,5344,23043
Rocks in My Pockets,2014,nan,88 min,"Animation, Comedy, Drama",Animation,7.5,78,642,22518
Ao no ekusoshisuto: Gekijôban,2012,nan,88 min,"Animation, Adventure, Family",Animation,7.2,nan,1910,21796
La jeune fille sans mains,2016,nan,76 min,"Animation, Drama, Fantasy",Animation,7.0,82,1122,21787
Apocalypsis,2018,nan,90 min,"Animation, Fantasy, Mystery",Animation,7.2,nan,40,19940
Mija ir Migu,2008,PG,91 min,"Animation, Family",Animation,6.7,44,328,16975
Le chat du rabbin,2011,nan,100 min,"Animation, Comedy, Fantasy",Animation,7.2,74,3194,16659
Funan,2018,nan,84 min,"Animation, War",Animation,6.9,79,771,15152
War of the Worlds: Goliath,2012,PG-13,85 min,"Animation, Action, Adventure",Animation,5.4,33,1089,13385
Shaye & Kiki,2004,nan,96 min,"Animation, Drama, Fantasy",Animation,6.8,nan,116,12182
Live Freaky Die Freaky,2006,nan,75 min,"Animation, Comedy, Musical",Animation,5.0,nan,626,11290
Le tableau,2011,nan,80 min,"Animation, Adventure, Drama",Animation,7.4,70,3880,11229
Testing Movie1,2010,N-18,123 min,"Animation, Adventure, Biography",Animation,7.2,nan,80,11000
Les contes de la nuit,2011,nan,84 min,"Animation, Family, Fantasy",Animation,6.9,66,1330,10975
Terkel i knibe,2004,nan,77 min,"Animation, Comedy, Musical",Animation,7.1,nan,9884,10579
Zoo Wars,2018,nan,70 min,"Animation, Comedy, Sci-Fi",Animation,2.6,nan,101,8998
Tas nuostabus pyragas!,2018,nan,44 min,"Animation, Short, Comedy",Animation,7.2,nan,962,7888
Kaena: pranašyste,2003,PG-13,85 min,"Animation, Adventure, Family",Animation,6.0,40,3848,7674
Supurigan,1998,R,90 min,"Animation, Action, Adventure",Animation,6.6,48,3551,7420
Arjun: The Warrior Prince,2012,nan,96 min,"Animation, Action, Adventure",Animation,6.8,nan,1405,7075
One Piece: Episode of Alabaster - Sabaku no Ojou to Kaizoku Tachi,2007,PG-13,90 min,"Animation, Action, Adventure",Animation,7.0,nan,1301,6587
When the Wind Blows,1986,nan,84 min,"Animation, Comedy, Drama",Animation,7.7,nan,9927,5274
Melagio autobiografija,2012,R,85 min,"Animation, Comedy",Animation,5.9,45,1616,5102
Tito e os Pássaros,2018,nan,73 min,"Animation, Action, Drama",Animation,6.5,76,419,4332
Yi chang ge ming zhong hai wei lai de ji ding yi de xing wei,2012,nan,12 min,"Animation, Short",Animation,5.5,nan,13,4252
Stebuklu namai,2013,V,85 min,"Animation, Adventure, Comedy",Animation,6.2,47,6220,4091
Silver Circle,2013,PG-13,90 min,"Animation, Thriller",Animation,6.4,21,64,4080
Couleur de peau: Miel,2012,nan,70 min,"Animation, Biography, Drama",Animation,7.2,73,555,4015
Apart,2006,nan,3 min,"Animation, Short, Comedy",Animation,9.0,nan,9,3161
Last Flight of the Champion,2013,PG,88 min,"Animation, Comedy, Family",Animation,4.9,nan,17,2220
Here Comes the Grump,2018,nan,97 min,"Animation, Adventure, Comedy",Animation,4.7,nan,637,1626
Henchmen,2018,nan,89 min,"Animation, Comedy, Family",Animation,5.1,nan,522,1469
Proteus: A Nineteenth Century Vision,2004,nan,97 min,"Documentary, Animation, History",Animation,7.8,67,103,1246
Kumba,2013,nan,85 min,"Animation, Adventure, Family",Animation,5.7,40,5590,1029
Monstru atostogos,2018,PG,82 min,"Animation, Adventure, Family",Animation,5.5,nan,244,451
Let Me Cool!,2019,nan,44 min,"Animation, Short, Adventure",Animation,nan,nan,22,nan
 Blogiukas Henris,2006,nan,10 min,"Animation, Comedy, Family",Animation,nan,nan,nan,nan
 Blogiukas Henris,2006,nan,11 min,"Animation, Comedy, Family",Animation,nan,nan,nan,nan
 Blogiukas Henris,2006,nan,nan,"Animation, Comedy, Family",Animation,nan,nan,nan,nan
 Blogiukas Henris,2006,nan,nan,"Animation, Comedy, Family",Animation,6.6,nan,5,nan
 Blogiukas Henris,2006,nan,10 min,"Animation, Comedy, Family",Animation,nan,nan,nan,nan
 Blogiukas Henris,2006,nan,10 min,"Animation, Comedy, Family",Animation,nan,nan,nan,nan
 Blogiukas Henris,2006,nan,nan,"Animation, Comedy, Family",Animation,nan,nan,nan,nan
 Classic Tales,2008,nan,nan,"Animation, Short, Family",Animation,nan,nan,nan,nan
 Classic Tales,2008,nan,nan,"Animation, Short, Family",Animation,nan,nan,nan,nan
 Classic Tales,2008,nan,nan,"Animation, Short, Family",Animation,nan,nan,nan,nan
 Blogiukas Henris,2006,nan,10 min,"Animation, Comedy, Family",Animation,nan,nan,nan,nan
 Blogiukas Henris,2006,nan,15 min,"Animation, Comedy, Family",Animation,nan,nan,nan,nan
 Blogiukas Henris,2006,nan,10 min,"Animation, Comedy, Family",Animation,7.2,nan,5,nan
 Blogiukas Henris,2006,nan,10 min,"Animation, Comedy, Family",Animation,nan,nan,nan,nan
 Classic Tales,2008,nan,nan,"Animation, Short, Family",Animation,nan,nan,nan,nan
 Classic Tales,2008,nan,nan,"Animation, Short, Family",Animation,nan,nan,nan,nan
 Classic Tales,2008,nan,nan,"Animation, Short, Family",Animation,nan,nan,nan,nan
 Classic Tales,2008,nan,nan,"Animation, Short, Family",Animation,nan,nan,nan,nan
 Classic Tales,2008,nan,nan,"Animation, Short, Family",Animation,nan,nan,nan,nan
 Classic Tales,2008,nan,nan,"Animation, Short, Family",Animation,nan,nan,nan,nan
 Blogiukas Henris,2006,nan,10 min,"Animation, Comedy, Family",Animation,nan,nan,nan,nan
 Classic Tales,2008,nan,nan,"Animation, Short, Family",Animation,nan,nan,nan,nan
 Classic Tales,2008,nan,nan,"Animation, Short, Family",Animation,nan,nan,nan,nan
 Blogiukas Henris,2006,nan,10 min,"Animation, Comedy, Family",Animation,nan,nan,nan,nan
 Blogiukas Henris,2006,nan,10 min,"Animation, Comedy, Family",Animation,nan,nan,nan,nan
 Blogiukas Henris,2006,nan,10 min,"Animation, Comedy, Family",Animation,nan,nan,nan,nan
 Mamarêdo bôi,1994,nan,24 min,"Animation, Comedy, Drama",Animation,nan,nan,nan,nan
 Blogiukas Henris,2006,nan,10 min,"Animation, Comedy, Family",Animation,nan,nan,nan,nan
 Classic Tales,2008,nan,nan,"Animation, Short, Family",Animation,nan,nan,nan,nan
 Classic Tales,2008,nan,nan,"Animation, Short, Family",Animation,nan,nan,nan,nan
 Classic Tales,2008,nan,nan,"Animation, Short, Family",Animation,nan,nan,nan,nan
 Classic Tales,2008,nan,nan,"Animation, Short, Family",Animation,nan,nan,nan,nan
 Classic Tales,2008,nan,nan,"Animation, Short, Family",Animation,nan,nan,nan,nan
Rockpaint II,2019,nan,nan,"Animation, Short, Comedy",Animation,nan,nan,nan,nan
 Classic Tales,2008,nan,nan,"Animation, Short, Family",Animation,nan,nan,nan,nan
 Classic Tales,2008,nan,nan,"Animation, Short, Family",Animation,nan,nan,nan,nan
 Classic Tales,2008,nan,nan,"Animation, Short, Family",Animation,nan,nan,nan,nan
 Blogiukas Henris,2006,nan,10 min,"Animation, Comedy, Family",Animation,nan,nan,nan,nan
 Classic Tales,2008,nan,nan,"Animation, Short, Family",Animation,nan,nan,nan,nan
 Classic Tales,2008,nan,nan,"Animation, Short, Family",Animation,nan,nan,nan,nan
 Classic Tales,2008,nan,nan,"Animation, Short, Family",Animation,nan,nan,nan,nan
 Classic Tales,2008,nan,nan,"Animation, Short, Family",Animation,nan,nan,nan,nan
 Classic Tales,2008,nan,nan,"Animation, Short, Family",Animation,nan,nan,nan,nan
 Classic Tales,2008,nan,nan,"Animation, Short, Family",Animation,nan,nan,nan,nan
 Classic Tales,2008,nan,nan,"Animation, Short, Family",Animation,nan,nan,nan,nan
 Classic Tales,2008,nan,nan,"Animation, Short, Family",Animation,nan,nan,nan,nan
 Classic Tales,2008,nan,nan,"Animation, Short, Family",Animation,nan,nan,nan,nan
 Classic Tales,2008,nan,nan,"Animation, Short, Family",Animation,nan,nan,nan,nan
